city_ascii,state_id,state_name,lat,lng,population
Attica,KS,Kansas,37.2426,-98.2276,679
Etna,OH,Ohio,39.9544,-82.6878,679
Cherokee,KS,Kansas,37.345,-94.8215,679
Minor Hill,TN,Tennessee,35.0424,-87.1654,679
Kiowa,OK,Oklahoma,34.723,-95.9025,679
Lovelady,TX,Texas,31.1279,-95.4456,679
Millerton,CA,California,36.9769,-119.6658,679
Bowersville,GA,Georgia,34.373,-83.0838,679
Goochland,VA,Virginia,37.6974,-77.8943,679
Draper,VA,Virginia,37.0012,-80.7372,679
Pikeville,NC,North Carolina,35.4972,-77.9877,678
Vandling,PA,Pennsylvania,41.631,-75.4703,678
Airport Drive,MO,Missouri,37.1405,-94.5162,678
Douglas City,CA,California,40.6529,-122.9283,678
Cadwell,GA,Georgia,32.3396,-83.042,678
Columbia,NC,North Carolina,35.92,-76.2421,678
Midland,MD,Maryland,39.5896,-78.9486,678
Zavalla,TX,Texas,31.1584,-94.418,677
Jefferson,SD,South Dakota,42.6043,-96.5661,677
Pippa Passes,KY,Kentucky,37.3342,-82.8733,677
Highland Holiday,OH,Ohio,39.1949,-83.4703,677
Holden,WV,West Virginia,37.8238,-82.0788,677
Albion,WA,Washington,46.7916,-117.2511,677
Butte Creek Canyon,CA,California,39.7489,-121.6968,677
Sunfield,MI,Michigan,42.7612,-84.9952,676
Humboldt,SD,South Dakota,43.6447,-97.0745,676
Estherwood,LA,Louisiana,30.1816,-92.4633,676
Cannonsburg,KY,Kentucky,38.3806,-82.7006,676
Alhambra,IL,Illinois,38.8878,-89.7362,676
Arcadia,OH,Ohio,41.1079,-83.5147,676
Ridge Spring,SC,South Carolina,33.8453,-81.6617,676
Unionville,PA,Pennsylvania,39.8977,-75.7304,676
Fairfield,PA,Pennsylvania,39.7891,-77.3698,675
Marion,LA,Louisiana,32.8997,-92.2405,675
Grangerland,TX,Texas,30.2539,-95.3301,675
Cold Springs,CA,California,38.7465,-120.8738,675
Alpha,IL,Illinois,41.1915,-90.3805,674
Brandon,MN,Minnesota,45.9663,-95.5946,674
Holdingford,MN,Minnesota,45.7304,-94.4714,674
Mayesville,SC,South Carolina,33.9849,-80.2044,674
Sunset Lake,NJ,New Jersey,39.452,-75.2337,674
Bergman,AR,Arkansas,36.3128,-93.0115,674
Sandyfield,NC,North Carolina,34.3738,-78.3,674
West Goshen,CA,California,36.3492,-119.4574,674
Conneaut Lake,PA,Pennsylvania,41.6027,-80.3093,674
Calhoun,TN,Tennessee,35.2993,-84.7472,674
Camp Douglas,WI,Wisconsin,43.9197,-90.2697,674
Elwood,NE,Nebraska,40.5897,-99.8616,674
Liberal,MO,Missouri,37.559,-94.5161,674
Castleton Four Corners,VT,Vermont,43.6105,-73.2104,674
Bradford,IL,Illinois,41.1772,-89.6583,673
Stanwood,IA,Iowa,41.8927,-91.1486,673
Lakota,ND,North Dakota,48.0429,-98.3468,673
Ozawkie,KS,Kansas,39.2354,-95.4659,673
Delano,TN,Tennessee,35.2545,-84.5579,673
Fontanelle,IA,Iowa,41.2901,-94.5602,673
Chula Vista,TX,Texas,28.6563,-99.8077,672
Shiloh,OH,Ohio,40.9695,-82.6016,672
Merrimac,WI,Wisconsin,43.3741,-89.6272,672
Garibaldi,OR,Oregon,45.5607,-123.9112,672
Grafton,IL,Illinois,38.9764,-90.4258,672
New Home,TX,Texas,33.3269,-101.9117,672
Annetta South,TX,Texas,32.6743,-97.6482,672
Grand Isle,LA,Louisiana,29.2135,-90.0308,672
Parcelas Nuevas,PR,Puerto Rico,18.14,-66.1702,672
Nelsonville,NY,New York,41.4291,-73.9466,672
Roscoe,PA,Pennsylvania,40.0782,-79.8642,672
Seneca Gardens,KY,Kentucky,38.2272,-85.6773,672
Rangeley,ME,Maine,44.9643,-70.6467,672
Bevier,MO,Missouri,39.7513,-92.5638,671
Stonington,IL,Illinois,39.6385,-89.1921,671
Chilton,TX,Texas,31.2848,-97.0607,671
Bandera,TX,Texas,29.7255,-99.0741,671
Marine on St. Croix,MN,Minnesota,45.1983,-92.7783,671
Clarkson,NE,Nebraska,41.7234,-97.1215,671
Clear Lake,MN,Minnesota,45.4464,-93.9986,671
Wauzeka,WI,Wisconsin,43.0851,-90.8995,671
Center,ND,North Dakota,47.1149,-101.2977,671
Jasper,MN,Minnesota,43.8491,-96.3999,671
Geyserville,CA,California,38.7173,-122.9034,671
Conway,NC,North Carolina,36.4371,-77.2288,671
Rose City,MI,Michigan,44.4209,-84.116,671
Chili,NM,New Mexico,36.1027,-106.1529,671
Honeoye,NY,New York,42.7885,-77.5125,671
North High Shoals,GA,Georgia,33.8271,-83.5014,670
Bauxite,AR,Arkansas,34.5602,-92.4989,670
Cinco Bayou,FL,Florida,30.4222,-86.6096,670
Haileyville,OK,Oklahoma,34.8542,-95.5784,670
Palmyra,NE,Nebraska,40.7057,-96.3922,670
Lenox,GA,Georgia,31.2672,-83.4673,670
Arroyo Colorado Estates,TX,Texas,26.1864,-97.6114,670
Pettus,TX,Texas,28.6156,-97.8121,670
Marquette,KS,Kansas,38.5555,-97.8344,670
Bloomingdale,MI,Michigan,42.3833,-85.959,670
Smith River,CA,California,41.9233,-124.149,670
Ravine,PA,Pennsylvania,40.5686,-76.3937,670
Rocky Fork Point,OH,Ohio,39.1878,-83.4901,670
Stratford,IA,Iowa,42.2696,-93.9274,669
Adair,OK,Oklahoma,36.4365,-95.2734,669
Scranton,KS,Kansas,38.7778,-95.7402,669
Loch Lloyd,MO,Missouri,38.831,-94.5978,669
Bedford Park,IL,Illinois,41.7669,-87.7915,669
Timber Lake,SD,South Dakota,45.4294,-101.0715,669
Mountain View,OK,Oklahoma,35.0995,-98.7497,669
Schwana,WA,Washington,46.8214,-119.9232,669
Trenton,TX,Texas,33.4272,-96.3409,669
Bowmans Addition,MD,Maryland,39.6863,-78.7551,669
Pin Oak Acres,OK,Oklahoma,36.1226,-95.2889,669
Charleston,TN,Tennessee,35.2862,-84.7611,668
Waynesfield,OH,Ohio,40.6024,-83.9739,668
Cedar Vale,KS,Kansas,37.1061,-96.5018,668
Beach City,OH,Ohio,40.6531,-81.5795,668
Blandinsville,IL,Illinois,40.554,-90.8683,668
Howard,KS,Kansas,37.4695,-96.2631,668
Wildwood,GA,Georgia,34.9706,-85.4078,668
Derby Line,VT,Vermont,45.0008,-72.1035,668
Pleasant Hope,MO,Missouri,37.465,-93.2743,668
Hickory Flat,MS,Mississippi,34.616,-89.1913,668
Argyle,MN,Minnesota,48.3366,-96.8162,668
Kahite,TN,Tennessee,35.569,-84.2358,667
Loa,UT,Utah,38.4037,-111.6454,667
Russell,IA,Iowa,40.9802,-93.2006,667
Happy Valley,AK,Alaska,59.9137,-151.6072,667
Jeffersonville,VT,Vermont,44.6427,-72.8282,667
Paris,ID,Idaho,42.2273,-111.4032,667
Glen St. Mary,FL,Florida,30.2752,-82.1604,667
Yarnell,AZ,Arizona,34.2282,-112.7631,667
Cowley,WY,Wyoming,44.8834,-108.4693,667
Bairoa La Veinticinco,PR,Puerto Rico,18.2636,-66.0213,667
Bethel,ME,Maine,44.4038,-70.7863,667
Mount Victory,OH,Ohio,40.5338,-83.5211,666
Mossyrock,WA,Washington,46.5305,-122.4887,666
Portland,ND,North Dakota,47.4995,-97.3693,666
Western Grove,AR,Arkansas,36.1011,-92.9546,666
Sky Valley,GA,Georgia,34.9841,-83.3314,666
Pilot Grove,MO,Missouri,38.8736,-92.9126,666
Boykins,VA,Virginia,36.5779,-77.1989,666
Bay View,WA,Washington,48.487,-122.4628,666
Pownal,VT,Vermont,42.7653,-73.2355,666
Jonesport,ME,Maine,44.5338,-67.6152,666
Big Stone City,SD,South Dakota,45.2985,-96.4657,665
Helena,SC,South Carolina,34.2807,-81.6445,665
Caledonia,OH,Ohio,40.6364,-82.9695,665
San Luis,CO,Colorado,37.2025,-105.4225,665
Grimes,AL,Alabama,31.2999,-85.4503,665
Culbertson,MT,Montana,48.1447,-104.5183,665
Fairview Crossroads,SC,South Carolina,33.7577,-81.3621,665
Marion Heights,PA,Pennsylvania,40.8036,-76.4643,665
Campobello,SC,South Carolina,35.126,-82.1488,665
Bowdens,NC,North Carolina,35.0579,-78.1128,665
Glenwood,UT,Utah,38.7625,-111.9876,664
Valle Vista,NM,New Mexico,35.5841,-106.0584,664
Potosi,WI,Wisconsin,42.6876,-90.7105,664
Kadoka,SD,South Dakota,43.8325,-101.5081,664
Ireton,IA,Iowa,42.9749,-96.3216,664
Woodland Hills,KY,Kentucky,38.2393,-85.5289,664
Cowen,WV,West Virginia,38.411,-80.5542,664
Kirtland Hills,OH,Ohio,41.6362,-81.3192,664
North Rose,NY,New York,43.1872,-76.8863,664
Metamora,MI,Michigan,42.9422,-83.2897,664
Quilcene,WA,Washington,47.8369,-122.9058,664
Roeville,FL,Florida,30.6836,-86.9927,663
Kiowa,CO,Colorado,39.3436,-104.458,663
Oneida Castle,NY,New York,43.0812,-75.6331,663
Kingsville,OH,Ohio,41.8869,-80.6771,663
Kennard,IN,Indiana,39.9054,-85.5222,663
Homeworth,OH,Ohio,40.8357,-81.0649,663
Welch,OK,Oklahoma,36.8743,-95.0946,663
Central City,AR,Arkansas,35.33,-94.2347,663
The Cliffs Valley,SC,South Carolina,35.1458,-82.4481,663
Sandersville,MS,Mississippi,31.7879,-89.0362,663
Ozark Acres,AR,Arkansas,36.3,-91.3871,663
Canistota,SD,South Dakota,43.5978,-97.2926,663
North Washington,CO,Colorado,39.8084,-104.9792,663
Fairland,IN,Indiana,39.5849,-85.8627,662
Millington,IL,Illinois,41.5623,-88.6024,662
Bayview,TX,Texas,26.1327,-97.3974,662
Elgin,ND,North Dakota,46.4014,-101.8474,662
McDonald Chapel,AL,Alabama,33.519,-86.9385,662
Cowiche,WA,Washington,46.6719,-120.712,662
Bluford,IL,Illinois,38.3257,-88.735,662
Troy,IN,Indiana,38.0018,-86.7991,661
The Lakes,MN,Minnesota,44.1359,-95.7083,661
Paxton,FL,Florida,30.9746,-86.3099,661
Wartrace,TN,Tennessee,35.5253,-86.3301,661
Deweyville,TX,Texas,30.3032,-93.759,661
Virginia City,NV,Nevada,39.3074,-119.6483,661
Delaware Water Gap,PA,Pennsylvania,40.975,-75.1392,661
Clinton,MT,Montana,46.7718,-113.7169,661
Blair,OK,Oklahoma,34.7804,-99.3332,660
Lake Hughes,CA,California,34.6832,-118.4588,660
Gaylordsville,CT,Connecticut,41.641,-73.4826,660
St. Mary's,AK,Alaska,62.0718,-163.2805,660
Point Hope,AK,Alaska,68.3445,-166.6738,660
Maguayo,PR,Puerto Rico,18.01,-67.0855,660
Webster,WI,Wisconsin,45.8798,-92.3628,660
Perdido,AL,Alabama,31.0034,-87.6323,660
Circleville,UT,Utah,38.1684,-112.2716,660
Fleming,CO,Colorado,40.6821,-102.8396,660
Kinsman Center,OH,Ohio,41.4544,-80.5854,660
Braymer,MO,Missouri,39.5905,-93.7961,660
Indianola,CA,California,40.8133,-124.0808,660
Trufant,MI,Michigan,43.3172,-85.3528,660
Colbert,GA,Georgia,34.037,-83.2139,659
Parker School,MT,Montana,48.2468,-109.7341,659
Heuvelton,NY,New York,44.617,-75.4047,659
Van Bibber Lake,IN,Indiana,39.7291,-86.9297,659
Gila Crossing,AZ,Arizona,33.2731,-112.1627,659
Marshall,NC,North Carolina,35.7973,-82.6818,658
Melba,ID,Idaho,43.3726,-116.5322,658
Alma,WI,Wisconsin,44.3374,-91.9221,658
Scotland,SD,South Dakota,43.1481,-97.7199,658
Ona,FL,Florida,27.483,-81.9097,658
Marengo,IN,Indiana,38.3714,-86.3444,658
Harleyville,SC,South Carolina,33.213,-80.4478,658
Crowell,TX,Texas,33.9839,-99.7241,658
Sherwood Shores,TX,Texas,33.8478,-96.8147,658
Nicholson,PA,Pennsylvania,41.6268,-75.7862,658
Warrior Run,PA,Pennsylvania,41.1885,-75.9494,658
Remy,OK,Oklahoma,35.4578,-94.4984,658
New Straitsville,OH,Ohio,39.5793,-82.2343,658
Johnson Siding,SD,South Dakota,44.0846,-103.438,658
Pennwyn,PA,Pennsylvania,40.2895,-75.9731,658
Lyons,OH,Ohio,41.7004,-84.0718,658
Ramona,OK,Oklahoma,36.5367,-95.9264,657
Palo Seco,PR,Puerto Rico,18.0093,-65.937,657
Malden,WV,West Virginia,38.3008,-81.558,657
Hill City,MN,Minnesota,46.9831,-93.5959,657
New Hamburg,NY,New York,41.5891,-73.9428,657
Canton,KS,Kansas,38.3857,-97.4303,657
Taholah,WA,Washington,47.3283,-124.2728,657
Doe Run,MO,Missouri,37.7454,-90.4994,657
Fairview,AL,Alabama,34.2501,-86.6846,657
Niantic,IL,Illinois,39.8541,-89.1653,657
Cedar Point,TX,Texas,30.7975,-95.0749,656
Oak Park,GA,Georgia,32.3822,-82.3153,656
Lake Seneca,OH,Ohio,41.6695,-84.6516,656
Throckmorton,TX,Texas,33.182,-99.1797,656
Motley,VA,Virginia,37.0657,-79.3474,656
Golinda,TX,Texas,31.3715,-97.0765,656
Elizabeth,LA,Louisiana,30.867,-92.7987,656
East Randolph,NY,New York,42.1693,-78.952,656
Millers Lake,MI,Michigan,43.18,-83.3257,656
Lytle Creek,CA,California,34.2499,-117.5044,656
Masthope,PA,Pennsylvania,41.5155,-75.0257,655
Kreamer,PA,Pennsylvania,40.8004,-76.9707,655
Rocky Hill,NJ,New Jersey,40.4001,-74.6405,655
Penney Farms,FL,Florida,29.9807,-81.8108,655
Modena,PA,Pennsylvania,39.9619,-75.8025,655
Hardin,MO,Missouri,39.2676,-93.8313,655
Allendale,IL,Illinois,38.5276,-87.7103,655
Mohall,ND,North Dakota,48.7661,-101.5169,655
Crooked Creek,GA,Georgia,33.2616,-83.2679,655
Pultneyville,NY,New York,43.2739,-77.1814,655
Villa Esperanza,PR,Puerto Rico,18.4262,-66.2311,655
Queen Valley,AZ,Arizona,33.2831,-111.3049,655
Unionville,MI,Michigan,43.6538,-83.4671,654
Ellsinore,MO,Missouri,36.9328,-90.7477,654
New Hebron,MS,Mississippi,31.7332,-89.9833,654
Hayes,LA,Louisiana,30.1112,-92.9236,654
Rolette,ND,North Dakota,48.6609,-99.8417,654
Dongola,IL,Illinois,37.3599,-89.1654,654
Peninsula,OH,Ohio,41.2379,-81.5518,654
Port Sanilac,MI,Michigan,43.4275,-82.5449,654
Vici,OK,Oklahoma,36.1488,-99.2994,654
Dundee,OH,Ohio,40.5868,-81.6069,654
Homecroft,IN,Indiana,39.6696,-86.1312,654
Hagerman,NM,New Mexico,33.1146,-104.3284,653
Damascus,VA,Virginia,36.6326,-81.7891,653
Holiday Hills,IL,Illinois,42.2978,-88.2292,653
Armour,SD,South Dakota,43.319,-98.3448,653
Cattle Creek,CO,Colorado,39.4667,-107.2599,653
Buffalo Lake,MN,Minnesota,44.7368,-94.617,653
Friendship,WI,Wisconsin,43.972,-89.8203,653
Gettysburg,OH,Ohio,40.1156,-84.4964,653
Salem,KY,Kentucky,37.2653,-88.241,653
White River,SD,South Dakota,43.5671,-100.7449,653
Bradford,AR,Arkansas,35.422,-91.4552,653
Somerville,AL,Alabama,34.4679,-86.7909,653
Rocky Ripple,IN,Indiana,39.8484,-86.1731,653
Cynthiana,IN,Indiana,38.1872,-87.7086,653
Mathiston,MS,Mississippi,33.5391,-89.1275,652
Goshen,OH,Ohio,39.2325,-84.1532,652
Hedrick,IA,Iowa,41.1713,-92.3079,652
Peletier,NC,North Carolina,34.727,-77.0758,652
Stockport,OH,Ohio,39.5489,-81.7944,652
Pangburn,AR,Arkansas,35.4261,-91.8394,652
Sewickley Heights,PA,Pennsylvania,40.5595,-80.1528,652
Cushing,TX,Texas,31.8126,-94.8412,652
Linden,IN,Indiana,40.189,-86.9023,652
War,WV,West Virginia,37.304,-81.6802,652
Taycheedah,WI,Wisconsin,43.8118,-88.3916,652
Red Mesa,AZ,Arizona,36.9664,-109.3828,652
Klemme,IA,Iowa,43.0097,-93.6013,652
Saltillo,TN,Tennessee,35.3821,-88.2396,652
Niederwald,TX,Texas,30.0038,-97.7532,652
Iron River,WI,Wisconsin,46.5671,-91.4069,652
Lattimore,NC,North Carolina,35.3153,-81.6602,652
Concorde Hills,OH,Ohio,39.2109,-84.3572,652
Lanesboro,PA,Pennsylvania,41.9624,-75.5826,652
Leeds,UT,Utah,37.2373,-113.3471,652
Port Matilda,PA,Pennsylvania,40.8002,-78.0524,652
Gibraltar,PA,Pennsylvania,40.2809,-75.8609,652
Retreat,TX,Texas,32.0507,-96.4787,651
Sligo,PA,Pennsylvania,41.1081,-79.4964,651
Rollingstone,MN,Minnesota,44.0993,-91.8187,651
West Bend,IA,Iowa,42.96,-94.4457,651
Esperanza,PR,Puerto Rico,18.1021,-65.4798,651
Poplar,WI,Wisconsin,46.5828,-91.7836,651
Barnes Lake,MI,Michigan,43.1792,-83.3002,651
Sunset,TX,Texas,33.448,-97.7663,651
Gilbert,SC,South Carolina,33.9245,-81.3928,650
Naches,WA,Washington,46.7258,-120.6909,650
Grand Ridge,IL,Illinois,41.2361,-88.831,650
Hatley,MS,Mississippi,33.9773,-88.4184,650
Mallow,VA,Virginia,37.7676,-79.9702,650
Milroy,IN,Indiana,39.4982,-85.4675,650
Hungry Horse,MT,Montana,48.3843,-114.0652,650
Gary,WV,West Virginia,37.3619,-81.5415,650
Bardwell,TX,Texas,32.2671,-96.6955,650
Rockleigh,NJ,New Jersey,41.0026,-73.9327,650
Kellogg,IA,Iowa,41.7181,-92.9072,649
Sandy Hook,KY,Kentucky,38.0929,-83.124,649
Bucklin,KS,Kansas,37.5488,-99.6343,649
Brownsboro Farm,KY,Kentucky,38.304,-85.5946,649
Port Leyden,NY,New York,43.5838,-75.3412,649
Sankertown,PA,Pennsylvania,40.4714,-78.5919,649
Gibsland,LA,Louisiana,32.5395,-93.0541,649
Minden,IA,Iowa,41.47,-95.5429,648
Howells,NE,Nebraska,41.7241,-97.0043,648
North Freedom,WI,Wisconsin,43.459,-89.8603,648
Waldron,IN,Indiana,39.4535,-85.663,648
Cascade,MT,Montana,47.2769,-111.7026,648
Edgerton,MO,Missouri,39.5023,-94.6296,648
Rosalia,WA,Washington,47.2363,-117.3764,648
Fort Jesup,LA,Louisiana,31.6118,-93.4077,648
Rolfe,IA,Iowa,42.8129,-94.5313,648
Glen White,WV,West Virginia,37.73,-81.2797,648
Rodey,NM,New Mexico,32.6538,-107.1358,648
Penasco,NM,New Mexico,36.1703,-105.6908,648
Pine Harbor,TX,Texas,32.7716,-94.4992,648
Noble,IL,Illinois,38.6974,-88.2232,647
Malta,OH,Ohio,39.6515,-81.864,647
Palmyra,IL,Illinois,39.4345,-89.9959,647
Bell Buckle,TN,Tennessee,35.5908,-86.3538,647
Holiday Lakes,OH,Ohio,41.0923,-82.7292,647
Oakville,WA,Washington,46.8403,-123.2337,647
Calypso,NC,North Carolina,35.1545,-78.1046,647
Rome,WI,Wisconsin,42.9823,-88.6389,647
Leonardville,KS,Kansas,39.3642,-96.8596,647
McIntosh,MN,Minnesota,47.6369,-95.8864,647
Burlington,IN,Indiana,40.4819,-86.3946,647
Gauley Bridge,WV,West Virginia,38.1681,-81.2039,646
Lilesville,NC,North Carolina,34.9675,-79.9845,646
Florien,LA,Louisiana,31.448,-93.4583,646
Oak Grove,TX,Texas,32.5327,-96.3186,646
McIntyre,GA,Georgia,32.8466,-83.2011,646
Wright City,OK,Oklahoma,34.0649,-95.0074,646
Burnsville,WV,West Virginia,38.8579,-80.6538,645
Hookerton,NC,North Carolina,35.4228,-77.5893,645
Ettrick,WI,Wisconsin,44.1695,-91.2651,645
Coalville,IA,Iowa,42.4407,-94.1192,645
Inyokern,CA,California,35.6546,-117.8213,645
Saxton,PA,Pennsylvania,40.2127,-78.247,644
Felton,PA,Pennsylvania,39.857,-76.5611,644
Albion,IA,Iowa,42.1125,-92.9886,644
Farmington,IA,Iowa,40.6389,-91.7392,644
Kingston,GA,Georgia,34.2319,-84.9444,644
Merrillan,WI,Wisconsin,44.4488,-90.834,644
Millville,OH,Ohio,39.3925,-84.6528,644
Mount Auburn,IL,Illinois,39.7649,-89.2608,644
Worthington,PA,Pennsylvania,40.838,-79.6351,644
Halaula,HI,Hawaii,20.2233,-155.7739,644
Biwabik,MN,Minnesota,47.555,-92.3234,643
Park City,KY,Kentucky,37.0934,-86.0486,643
Mendon,OH,Ohio,40.6733,-84.5174,643
Acacia Villas,FL,Florida,26.6457,-80.1104,643
Fielding,UT,Utah,41.8127,-112.1173,643
Mountain Lakes,NH,New Hampshire,44.1205,-71.958,643
Monroe,OR,Oregon,44.3168,-123.2989,643
Tower Hill,IL,Illinois,39.3868,-88.9592,643
Greenleaf,WI,Wisconsin,44.317,-88.0972,643
Santa Rosa,AZ,Arizona,32.3325,-112.0464,643
Norphlet,AR,Arkansas,33.3198,-92.6619,642
Jacksons' Gap,AL,Alabama,32.8831,-85.8151,642
Ridgeway,WI,Wisconsin,42.9986,-89.993,642
Hull,TX,Texas,30.1464,-94.6422,642
Remington,VA,Virginia,38.5346,-77.8083,642
Falcon Heights,OR,Oregon,42.1314,-121.7566,642
Benns Church,VA,Virginia,36.937,-76.5842,642
East View,WV,West Virginia,39.2691,-80.3051,642
La Mesa,NM,New Mexico,32.1244,-106.709,642
Arley,AL,Alabama,34.0885,-87.2075,642
Scotland,TX,Texas,33.6499,-98.4677,642
Iberia,MO,Missouri,38.0887,-92.2961,642
Cherry Grove,WA,Washington,45.8022,-122.5767,642
Zephyr Cove,NV,Nevada,39.0082,-119.9307,642
Star Prairie,WI,Wisconsin,45.1975,-92.5321,641
Deer Creek,IL,Illinois,40.6293,-89.3313,641
Knapp,WI,Wisconsin,44.9514,-92.0769,641
Tangipahoa,LA,Louisiana,30.8758,-90.5138,641
Eagle Bend,MN,Minnesota,46.1643,-95.0341,641
Valley Acres,CA,California,35.2087,-119.4106,641
Velma,OK,Oklahoma,34.4546,-97.662,641
Waverly,KS,Kansas,38.3962,-95.6048,641
Unity,SC,South Carolina,34.8024,-80.6936,641
Whitesville,KY,Kentucky,37.683,-86.8701,640
Fawn Lake Forest,PA,Pennsylvania,41.5158,-75.0548,640
Clarks Grove,MN,Minnesota,43.7617,-93.3286,640
New London,NC,North Carolina,35.4348,-80.2198,640
Moulton,IA,Iowa,40.6856,-92.6763,640
Maplesville,AL,Alabama,32.7867,-86.8783,640
Fordsville,KY,Kentucky,37.6357,-86.7171,640
Garza-Salinas II,TX,Texas,26.3518,-98.7595,640
Coffeen,IL,Illinois,39.0883,-89.3898,640
Nocona Hills,TX,Texas,33.8524,-97.6435,640
West Point,CA,California,38.406,-120.5365,640
Hartville,MO,Missouri,37.2502,-92.512,640
Weir,MS,Mississippi,33.2635,-89.2905,640
Garwin,IA,Iowa,42.0935,-92.6791,640
Mocanaqua,PA,Pennsylvania,41.1407,-76.1367,640
Golden City,MO,Missouri,37.3931,-94.0942,639
New Market,IN,Indiana,39.9527,-86.9214,639
Hilltop,OH,Ohio,41.1627,-80.7408,639
Heath Springs,SC,South Carolina,34.5933,-80.675,639
Swea City,IA,Iowa,43.3834,-94.3104,639
Apple Canyon Lake,IL,Illinois,42.4302,-90.1642,639
Sicily Island,LA,Louisiana,31.8493,-91.6599,639
Battle Lake,MN,Minnesota,46.285,-95.7186,639
Pe Ell,WA,Washington,46.5713,-123.2982,639
O'Brien,OR,Oregon,42.0702,-123.7077,639
Elgin,IA,Iowa,42.9553,-91.6354,638
Lake Benton,MN,Minnesota,44.2642,-96.2891,638
Alton,MO,Missouri,36.6901,-91.3947,638
Voladoras Comunidad,PR,Puerto Rico,18.3785,-67.0859,638
Solis,TX,Texas,26.1708,-97.844,638
Wolsey,SD,South Dakota,44.4105,-98.4738,638
Oretta,LA,Louisiana,30.5289,-93.4391,638
Shippenville,PA,Pennsylvania,41.251,-79.4626,638
Midway,NM,New Mexico,33.2958,-104.4518,638
Metamora,OH,Ohio,41.7113,-83.9056,638
Tijeras,NM,New Mexico,35.0884,-106.3761,638
Satsop,WA,Washington,47.0223,-123.4737,638
Clarissa,MN,Minnesota,46.1284,-94.949,637
Neosho,WI,Wisconsin,43.3101,-88.5192,637
Capon Bridge,WV,West Virginia,39.3,-78.4341,637
Eldred,PA,Pennsylvania,41.9563,-78.3817,637
Milano,TX,Texas,30.7083,-96.8593,637
Big Sandy,MT,Montana,48.1785,-110.1134,637
Bunker Hill,IN,Indiana,40.6601,-86.1015,637
Sunlit Hills,NM,New Mexico,35.5957,-105.921,637
Hayden Lake,ID,Idaho,47.7639,-116.7559,636
Clearbrook,MN,Minnesota,47.6962,-95.4293,636
Binger,OK,Oklahoma,35.3097,-98.343,636
Happy,TX,Texas,34.7416,-101.8572,636
Bergholz,OH,Ohio,40.5208,-80.8851,636
Joppa,AL,Alabama,34.2982,-86.5506,636
Buffalo,OH,Ohio,39.9168,-81.5205,636
Kanosh,UT,Utah,38.8014,-112.4374,636
Wheatland,MT,Montana,45.958,-111.5781,636
Pink Hill,NC,North Carolina,35.0562,-77.7436,636
Polonia,WI,Wisconsin,44.5756,-89.4118,636
Matthews,MO,Missouri,36.7584,-89.5688,635
Skokomish,WA,Washington,47.3298,-123.1573,635
Ida,MI,Michigan,41.9063,-83.5719,635
Foxfield,CO,Colorado,39.5881,-104.7857,635
Fincastle,KY,Kentucky,38.3081,-85.5415,635
Hewlett Neck,NY,New York,40.6246,-73.6981,635
Parkway,MO,Missouri,38.3361,-90.9712,635
New Lothrop,MI,Michigan,43.1168,-83.9693,635
Patton Village,CA,California,40.1407,-120.1782,635
Hill Country Village,TX,Texas,29.5831,-98.4893,635
New Florence,PA,Pennsylvania,40.379,-79.0751,635
Ririe,ID,Idaho,43.6323,-111.7716,634
Morningside,NM,New Mexico,32.861,-104.3971,634
Bishopville,MD,Maryland,38.4413,-75.2092,634
Vernon,FL,Florida,30.6197,-85.7062,634
Altona,IL,Illinois,41.115,-90.1648,634
Gwynn,VA,Virginia,37.4984,-76.2883,634
Penn,PA,Pennsylvania,40.3293,-79.642,634
Doon,IA,Iowa,43.279,-96.2329,634
Onida,SD,South Dakota,44.7049,-100.0675,634
Valley Bend,WV,West Virginia,38.7694,-79.928,634
Toomsboro,GA,Georgia,32.8225,-83.0826,634
Pleasant View,PA,Pennsylvania,40.609,-79.5759,634
Fuller Acres,CA,California,35.3023,-118.9143,634
Pleasant Ridge,KY,Kentucky,37.5939,-86.9935,634
Joliet,MT,Montana,45.4846,-108.9723,633
Addison,MI,Michigan,41.9862,-84.3491,633
Weaubleau,MO,Missouri,37.8915,-93.5404,633
Betsy Layne,KY,Kentucky,37.5541,-82.6263,633
Schram City,IL,Illinois,39.1631,-89.4609,633
Haysi,VA,Virginia,37.2151,-82.2931,633
Josephville,MO,Missouri,38.8293,-90.7869,632
Meadow View Addition,SD,South Dakota,43.6233,-96.7023,632
Evansville,MN,Minnesota,46.0062,-95.6869,632
Wellington,MO,Missouri,39.1383,-93.9861,632
Stannards,NY,New York,42.0741,-77.9123,632
Walkerville,MT,Montana,46.0366,-112.5396,632
James Town,WY,Wyoming,41.5648,-109.5383,632
Burden,KS,Kansas,37.3151,-96.7554,632
Weston,CT,Connecticut,41.2033,-73.3788,632
Glenville,MN,Minnesota,43.5734,-93.2809,631
Corder,MO,Missouri,39.0992,-93.639,631
Lone Oak,TX,Texas,32.9961,-95.9406,631
Dearing,GA,Georgia,33.4149,-82.3852,631
Vanderbilt,TX,Texas,28.8208,-96.6097,631
Goldfield,IA,Iowa,42.7356,-93.9179,631
Fort Cobb,OK,Oklahoma,35.1042,-98.4416,631
Britton,MI,Michigan,41.9877,-83.8304,631
Lake Park,MN,Minnesota,46.8839,-96.0989,631
Auburn,WY,Wyoming,42.7969,-111.0216,631
Warwick,GA,Georgia,31.8298,-83.9206,630
