city_ascii,state_id,state_name,lat,lng,population
Ruby,MI,Michigan,43.0323,-82.6118,630
Ranier,MN,Minnesota,48.6065,-93.353,630
Eureka,UT,Utah,39.9588,-112.1149,630
York,AZ,Arizona,32.9175,-109.196,630
Pinckard,AL,Alabama,31.3173,-85.543,629
Ruth,NC,North Carolina,35.3824,-81.9448,629
Roxton,TX,Texas,33.5453,-95.7248,629
Ellerslie,MD,Maryland,39.7169,-78.7747,629
Oldenburg,IN,Indiana,39.3389,-85.204,629
Hosford,FL,Florida,30.3944,-84.8034,629
Sugar Grove,PA,Pennsylvania,41.9837,-79.3395,629
Courtdale,PA,Pennsylvania,41.2849,-75.9143,629
La Paz,IN,Indiana,41.4561,-86.3082,629
Graceville,MN,Minnesota,45.5686,-96.4372,629
Birch Tree,MO,Missouri,36.9967,-91.4916,629
Sardis,OH,Ohio,39.6266,-80.9059,629
Atlanta,MI,Michigan,45.0012,-84.1513,629
Raymondville,MO,Missouri,37.3398,-91.8364,628
Big Sandy,TN,Tennessee,36.2327,-88.085,628
Kezar Falls,ME,Maine,43.808,-70.8831,628
Sherrard,IL,Illinois,41.3109,-90.4991,628
Dalzell,IL,Illinois,41.3559,-89.1763,628
Winona,TX,Texas,32.4928,-95.173,628
Hillsboro Pines,FL,Florida,26.3253,-80.1947,628
Tekonsha,MI,Michigan,42.0964,-84.9903,628
Austin,PA,Pennsylvania,41.6373,-78.0903,628
Honduras,PR,Puerto Rico,18.1412,-66.2004,628
San Ardo,CA,California,36.0238,-120.9074,628
Osino,NV,Nevada,40.9409,-115.6607,628
Smithville,MS,Mississippi,34.068,-88.3983,628
North Troy,VT,Vermont,44.9963,-72.4038,627
Stanton,IA,Iowa,40.9812,-95.1027,627
Big Delta,AK,Alaska,64.1486,-145.7453,627
Lime Springs,IA,Iowa,43.4499,-92.2841,627
Fern Forest,HI,Hawaii,19.4648,-155.1324,627
Thornton,TX,Texas,31.4111,-96.5738,627
Yah-ta-hey,NM,New Mexico,35.6291,-108.7927,627
Hot Springs,MT,Montana,47.6091,-114.6705,627
Lyons Falls,NY,New York,43.617,-75.3618,627
Pavo,GA,Georgia,30.9597,-83.738,627
Merigold,MS,Mississippi,33.8392,-90.7264,627
Rosebud,MO,Missouri,38.3851,-91.4024,627
Pleasant Plains,NJ,New Jersey,40.4523,-74.5696,627
Kingfield,ME,Maine,44.9582,-70.1592,627
Leawood,MO,Missouri,37.0333,-94.4948,626
Seven Valleys,PA,Pennsylvania,39.8545,-76.7667,626
Harrah,WA,Washington,46.4061,-120.541,626
Morganza,LA,Louisiana,30.7384,-91.592,626
Polvadera,NM,New Mexico,34.202,-106.9172,626
Ansonville,NC,North Carolina,35.1041,-80.1097,625
Hawk Run,PA,Pennsylvania,40.9228,-78.2042,625
Sedillo,NM,New Mexico,35.0906,-106.2869,625
Agency,IA,Iowa,40.997,-92.3073,625
Zanesville,IN,Indiana,40.9155,-85.2806,625
Eminence,MO,Missouri,37.1509,-91.3586,625
Lovilia,IA,Iowa,41.1349,-92.908,625
Beech Bottom,WV,West Virginia,40.2181,-80.6588,625
Gould,AR,Arkansas,33.9872,-91.5641,624
Boomer,WV,West Virginia,38.149,-81.28,624
Port Deposit,MD,Maryland,39.6111,-76.098,624
Iberia,OH,Ohio,40.6747,-82.8403,624
Lawrenceville,PA,Pennsylvania,41.9959,-77.1304,624
Pitkin,LA,Louisiana,30.9344,-92.9267,624
Franklin,IL,Illinois,39.6205,-90.0477,624
Sinclairville,NY,New York,42.2653,-79.259,624
East Orosi,CA,California,36.5481,-119.2599,624
Oakland,PA,Pennsylvania,41.9506,-75.6095,624
East Newnan,GA,Georgia,33.3461,-84.7763,624
Waubeka,WI,Wisconsin,43.4708,-87.9926,624
Tabernash,CO,Colorado,39.9788,-105.8441,624
Knoxville,AR,Arkansas,35.378,-93.363,623
Carlock,IL,Illinois,40.5835,-89.1288,623
Solomon,AZ,Arizona,32.8138,-109.629,623
Arnett,OK,Oklahoma,36.1345,-99.7727,623
Toomsuba,MS,Mississippi,32.4267,-88.51,623
McKenna,WA,Washington,46.9365,-122.5501,623
Thayer,IL,Illinois,39.5404,-89.758,622
Furman,SC,South Carolina,32.6813,-81.1877,622
Cedarville,IL,Illinois,42.3757,-89.6362,622
Cloverdale,MS,Mississippi,31.496,-91.4152,622
Wattsville,VA,Virginia,37.9301,-75.4943,622
Barnhill,OH,Ohio,40.4497,-81.3679,622
Page Park,FL,Florida,26.5782,-81.8614,621
Brooks,OR,Oregon,45.0508,-122.9575,621
Armorel,AR,Arkansas,35.9223,-89.8009,621
Corn,OK,Oklahoma,35.379,-98.7818,621
Smiley,TX,Texas,29.2713,-97.6376,621
Brevig Mission,AK,Alaska,65.3413,-166.4953,621
Oconomowoc Lake,WI,Wisconsin,43.0975,-88.4521,621
Powellton,WV,West Virginia,38.0941,-81.322,621
Horseshoe Bend,TX,Texas,32.5752,-97.8782,621
Lockesburg,AR,Arkansas,33.9716,-94.1761,621
Fallon Station,NV,Nevada,39.415,-118.7165,621
Big Point,MS,Mississippi,30.5905,-88.4846,620
Calpella,CA,California,39.2323,-123.197,620
Napoleonville,LA,Louisiana,29.9384,-91.0263,620
Stebbins,AK,Alaska,63.4705,-162.2599,620
Big Water,UT,Utah,37.0729,-111.6608,620
Pennington,AL,Alabama,32.201,-88.0378,620
Hindman,KY,Kentucky,37.335,-82.9819,619
Los Luceros,NM,New Mexico,36.1151,-106.0371,619
Smallwood,NY,New York,41.6606,-74.8159,619
Brazos Country,TX,Texas,29.7541,-96.0416,619
Mohrsville,PA,Pennsylvania,40.4781,-75.9851,619
Pueblito del Carmen,PR,Puerto Rico,18.0316,-66.1656,619
Limestone,OK,Oklahoma,36.3143,-95.7477,619
Arcadia,MO,Missouri,37.5864,-90.6292,619
Hammondsport,NY,New York,42.4082,-77.2234,619
Dubois,ID,Idaho,44.1727,-112.2293,619
Corriganville,MD,Maryland,39.6947,-78.797,619
Barnum,MN,Minnesota,46.5054,-92.6884,618
Louisville,AL,Alabama,31.781,-85.5583,618
Dugway,UT,Utah,40.2307,-112.7541,618
McDowell,KY,Kentucky,37.459,-82.734,618
Tryon,OK,Oklahoma,35.8805,-96.9661,618
Berlin,AL,Alabama,34.1862,-86.7473,618
Bobtown,PA,Pennsylvania,39.7603,-79.9848,618
Windsor,NJ,New Jersey,40.2465,-74.5814,618
Green Acres,ND,North Dakota,48.8381,-99.6901,618
Canada de los Alamos,NM,New Mexico,35.5927,-105.8597,618
Bradley,AR,Arkansas,33.0993,-93.6569,617
Peck,MI,Michigan,43.2588,-82.8167,617
Bowman,SC,South Carolina,33.3483,-80.6843,617
Ivanhoe,MN,Minnesota,44.4655,-96.2508,617
Franklin,KS,Kansas,37.523,-94.6994,617
Lidgerwood,ND,North Dakota,46.0738,-97.1451,617
North Powder,OR,Oregon,45.03,-117.9205,616
Winside,NE,Nebraska,42.1773,-97.1751,616
Linden,WI,Wisconsin,42.9184,-90.2742,616
Parma,MO,Missouri,36.6117,-89.8189,616
Sharon Springs,NY,New York,42.793,-74.6128,616
Leary,TX,Texas,33.469,-94.219,616
Mermentau,LA,Louisiana,30.1874,-92.584,616
Killona,LA,Louisiana,29.9985,-90.4851,616
Newton Grove,NC,North Carolina,35.2522,-78.3552,616
Sherman,MS,Mississippi,34.3611,-88.8387,616
Clayton,OK,Oklahoma,34.5856,-95.3561,616
Shipman,IL,Illinois,39.1203,-90.0452,616
Cedro,NM,New Mexico,35.018,-106.3508,616
Reno Beach,OH,Ohio,41.6607,-83.2659,615
Fultonville,NY,New York,42.9463,-74.3704,615
Luthersville,GA,Georgia,33.2096,-84.7442,615
Lakehead,CA,California,40.9007,-122.3924,615
West City,IL,Illinois,37.9962,-88.947,615
Roche Harbor,WA,Washington,48.6079,-123.1347,615
Milton,KY,Kentucky,38.7113,-85.3734,615
Wheatley,AR,Arkansas,34.9212,-91.1063,615
Sedley,VA,Virginia,36.7753,-76.9862,615
Pownal Center,VT,Vermont,42.7977,-73.2214,614
Amboy,MN,Minnesota,43.888,-94.1584,614
Melbourne,KY,Kentucky,39.0319,-84.3707,614
Cascade,WI,Wisconsin,43.6599,-88.007,614
White Haven,MT,Montana,48.3478,-115.516,614
Shickshinny,PA,Pennsylvania,41.1535,-76.1501,614
Hopeland,PA,Pennsylvania,40.2337,-76.2615,614
La Crosse,VA,Virginia,36.7014,-78.0943,614
Paul Smiths,NY,New York,44.4341,-74.2533,614
St. Edward,NE,Nebraska,41.5716,-97.8612,613
Mamers,NC,North Carolina,35.416,-78.939,613
McClellanville,SC,South Carolina,33.0865,-79.468,613
Elmwood,WI,Wisconsin,44.78,-92.1491,613
Maybee,MI,Michigan,42.0125,-83.5096,613
Pinehurst,GA,Georgia,32.1956,-83.7596,613
Mineral City,OH,Ohio,40.6018,-81.361,613
Murray Hill,KY,Kentucky,38.2905,-85.5872,613
Witt,IL,Illinois,39.2539,-89.3488,613
New Salisbury,IN,Indiana,38.3139,-86.1,613
Thunderbird Bay,TX,Texas,31.9087,-99.0207,613
St. John,WA,Washington,47.0915,-117.5887,612
Ocean View,NJ,New Jersey,39.1932,-74.7373,612
Newell,PA,Pennsylvania,40.0749,-79.8903,612
Glen Elder,KS,Kansas,39.5001,-98.3066,612
Silverton,CO,Colorado,37.8107,-107.6649,612
Coyle,OK,Oklahoma,35.9568,-97.2396,612
Wilsonville,IL,Illinois,39.0694,-89.8553,612
Carlton,MT,Montana,46.6796,-114.0718,612
Lyons Switch,OK,Oklahoma,35.7744,-94.7053,612
Leeton,MO,Missouri,38.5834,-93.6953,612
South Cairo,NY,New York,42.2684,-73.9558,612
Big Thicket Lake Estates,TX,Texas,30.4874,-94.7679,611
Gates,OR,Oregon,44.7561,-122.4201,611
Carolina Meadows,NC,North Carolina,35.8597,-79.0179,611
Fruitland,NM,New Mexico,36.7432,-108.3951,610
Stacey Street,FL,Florida,26.6978,-80.1239,610
Stewart,MN,Minnesota,44.7236,-94.4869,610
Downs,KS,Kansas,39.5045,-98.5472,610
Plainview,CA,California,36.1431,-119.1355,610
Stuart,NE,Nebraska,42.6008,-99.1405,610
Millington,MD,Maryland,39.2629,-75.836,610
Olive Branch,IL,Illinois,37.1757,-89.3525,610
South Royalton,VT,Vermont,43.8123,-72.5155,609
Dansville,MI,Michigan,42.5558,-84.303,609
Buffalo Gap,TX,Texas,32.2834,-99.8341,609
Brooksville,KY,Kentucky,38.6818,-84.0665,609
Heart Butte,MT,Montana,48.2905,-112.8363,609
El Centro Naval Air Facility,CA,California,32.8252,-115.6681,609
Elliott,SC,South Carolina,34.1087,-80.1703,608
Cream Ridge,NJ,New Jersey,40.1326,-74.5348,608
Standing Pine,MS,Mississippi,32.6749,-89.4529,608
Tazlina,AK,Alaska,62.0536,-145.4363,608
Gasquet,CA,California,41.8429,-123.9731,608
Stockbridge,WI,Wisconsin,44.0717,-88.3104,608
Anguilla,MS,Mississippi,32.9719,-90.8284,608
Bucoda,WA,Washington,46.7968,-122.868,608
Unionville,PA,Pennsylvania,40.9423,-79.9613,608
Roslyn,WA,Washington,47.2511,-121.099,608
Port Austin,MI,Michigan,44.0431,-82.9945,608
Atlantic,NC,North Carolina,34.8823,-76.344,608
Butterfield,MO,Missouri,36.7468,-93.9043,608
Indian Field,CT,Connecticut,41.0218,-73.6071,608
Red Oak,OK,Oklahoma,34.9515,-95.0791,607
Plum City,WI,Wisconsin,44.6338,-92.1918,607
Cove City,NC,North Carolina,35.189,-77.3206,607
Nucla,CO,Colorado,38.2668,-108.5487,607
Fort Garland,CO,Colorado,37.4279,-105.4351,607
Lena,WI,Wisconsin,44.953,-88.0476,607
Bucksport,SC,South Carolina,33.6706,-79.1102,607
Stonewall,TX,Texas,30.2497,-98.6593,607
Mount Sidney,VA,Virginia,38.2586,-78.9654,606
Francis Creek,WI,Wisconsin,44.2006,-87.7209,606
Buda,IL,Illinois,41.329,-89.6793,606
Chalfant,PA,Pennsylvania,40.4101,-79.8387,606
Cuyahoga Heights,OH,Ohio,41.435,-81.6562,606
Bantam,CT,Connecticut,41.7247,-73.2422,606
Maple Ridge,OH,Ohio,40.9143,-81.0468,606
Warsaw,OH,Ohio,40.336,-82.0019,606
Oglesby,TX,Texas,31.4187,-97.5113,606
Hamler,OH,Ohio,41.2281,-84.0355,606
Jefferson,PA,Pennsylvania,39.8156,-76.841,606
Trimble,OH,Ohio,39.4859,-82.08,606
Rolling Hills,WY,Wyoming,42.9035,-105.8434,606
Summit,SC,South Carolina,33.9246,-81.4226,606
Ider,AL,Alabama,34.7026,-85.669,606
Waikoloa Beach Resort,HI,Hawaii,19.9279,-155.8704,606
Saluda,VA,Virginia,37.6053,-76.5938,606
Old Forge,NY,New York,43.706,-74.9722,606
Villa Heights,VA,Virginia,36.6981,-79.8994,605
Lincoln,DE,Delaware,38.868,-75.4229,605
Emlenton,PA,Pennsylvania,41.1806,-79.7073,605
Maple Hill,KS,Kansas,39.0855,-96.0278,605
Boothville,LA,Louisiana,29.333,-89.4053,605
Cathlamet,WA,Washington,46.2056,-123.3835,605
Augusta,IL,Illinois,40.2307,-90.95,605
Collins,GA,Georgia,32.1794,-82.1103,605
Brasher Falls,NY,New York,44.8096,-74.7789,605
Keystone,IA,Iowa,41.9995,-92.1982,605
Wade,NC,North Carolina,35.1635,-78.737,605
Portal,GA,Georgia,32.5383,-81.9297,605
Mansion del Sol,PR,Puerto Rico,18.4371,-66.1937,605
Baywood,VA,Virginia,36.6172,-81.0094,604
Dexter,KS,Kansas,37.1794,-96.7161,604
Hanover,KS,Kansas,39.8934,-96.8753,604
Hershey,NE,Nebraska,41.1602,-100.9985,604
Greenwood,FL,Florida,30.8727,-85.1612,604
Vienna,LA,Louisiana,32.6093,-92.6481,604
Paukaa,HI,Hawaii,19.7625,-155.0931,604
Rivergrove,OR,Oregon,45.3851,-122.733,604
Ridgewood,OH,Ohio,39.1899,-84.4343,604
Turrell,AR,Arkansas,35.3763,-90.2704,604
Muddy,MT,Montana,45.5798,-106.7754,604
Bixby,TX,Texas,26.14,-97.8562,604
Grand River,OH,Ohio,41.7418,-81.2846,604
Lyndon,IL,Illinois,41.7174,-89.924,604
Pleasant Hill,TN,Tennessee,35.9767,-85.1996,604
Glenview,KY,Kentucky,38.3019,-85.6519,603
Wausa,NE,Nebraska,42.4978,-97.5393,603
Shoshoni,WY,Wyoming,43.2381,-108.1068,603
Kingman,IN,Indiana,39.9664,-87.2782,603
Clearview,WV,West Virginia,40.1399,-80.6898,603
Moravia,IA,Iowa,40.8918,-92.8187,603
East Arcadia,NC,North Carolina,34.3816,-78.3231,603
Leedey,OK,Oklahoma,35.8681,-99.3449,603
Boyd,WI,Wisconsin,44.9533,-91.0398,603
Wanamie,PA,Pennsylvania,41.1763,-76.0384,603
Adams,TN,Tennessee,36.5828,-87.0651,602
Baker,CA,California,35.2769,-116.0717,602
De Valls Bluff,AR,Arkansas,34.7861,-91.4608,602
Lake Colorado City,TX,Texas,32.3491,-100.9375,602
Yachats,OR,Oregon,44.3127,-124.1023,602
Garden City,AL,Alabama,34.015,-86.7493,602
Point Place,LA,Louisiana,31.6882,-93.0245,602
Mount Calvary,WI,Wisconsin,43.8263,-88.2461,602
Sheppton,PA,Pennsylvania,40.8964,-76.1196,602
Balaton,MN,Minnesota,44.2331,-95.8707,601
Washington Park,NC,North Carolina,35.5328,-77.0316,601
Leslie,GA,Georgia,31.9545,-84.0864,601
Fremont,WI,Wisconsin,44.2602,-88.8715,601
Collbran,CO,Colorado,39.24,-107.9635,601
Lake Mystic,FL,Florida,30.3906,-84.9857,601
Grassflat,PA,Pennsylvania,41.0031,-78.1112,601
Wampum,PA,Pennsylvania,40.8863,-80.3393,601
Stony Ridge,OH,Ohio,41.5075,-83.5093,601
Sunbright,TN,Tennessee,36.2428,-84.6798,601
Delleker,CA,California,39.8102,-120.4968,601
Hoyt,KS,Kansas,39.2493,-95.708,600
Stokes,NC,North Carolina,35.7106,-77.2677,600
New Hope,TX,Texas,33.2116,-96.5635,600
D'Lo,MS,Mississippi,31.9869,-89.9011,600
Hermansville,MI,Michigan,45.7093,-87.6079,600
Rhinecliff,NY,New York,41.922,-73.9439,600
Hay Springs,NE,Nebraska,42.6833,-102.6897,600
Caseville,MI,Michigan,43.9416,-83.2734,600
Rices Landing,PA,Pennsylvania,39.9476,-79.9986,600
South Vinemont,AL,Alabama,34.2349,-86.8642,600
Foreston,MN,Minnesota,45.7321,-93.7095,600
Quogue,NY,New York,40.8215,-72.5987,600
Deer Lake,PA,Pennsylvania,40.6213,-76.0565,599
Mount Aetna,MD,Maryland,39.5989,-77.6127,599
Dunseith,ND,North Dakota,48.813,-100.0622,599
Strykersville,NY,New York,42.7063,-78.444,599
Osyka,MS,Mississippi,31.0072,-90.4719,599
Conetoe,NC,North Carolina,35.8176,-77.4571,599
Loleta,CA,California,40.6408,-124.2225,599
Ashley,ND,North Dakota,46.0347,-99.3736,599
Leming,TX,Texas,29.0683,-98.4722,599
Brooten,MN,Minnesota,45.5001,-95.1157,598
Nectar,AL,Alabama,33.9686,-86.6346,598
Hester,LA,Louisiana,30.0277,-90.771,598
Silver Cliff,CO,Colorado,38.1204,-105.4104,598
Chippewa Park,OH,Ohio,40.516,-83.8875,598
Ferrelview,MO,Missouri,39.3143,-94.6653,598
Flat,TX,Texas,31.3093,-97.6242,598
Wiconsico,PA,Pennsylvania,40.5742,-76.6775,598
Eldorado,OH,Ohio,39.9044,-84.6752,598
Confluence,PA,Pennsylvania,39.8095,-79.3552,597
Lewistown,MO,Missouri,40.0848,-91.8136,597
Funston,GA,Georgia,31.1989,-83.8771,597
Chesnee,SC,South Carolina,35.1461,-81.863,597
Yakutat,AK,Alaska,59.567,-139.5966,597
Denver,IN,Indiana,40.8647,-86.0772,597
Refton,PA,Pennsylvania,39.9474,-76.2386,597
Higbee,MO,Missouri,39.3059,-92.5132,597
Scalp Level,PA,Pennsylvania,40.2495,-78.8442,597
Juniata Terrace,PA,Pennsylvania,40.5855,-77.5782,597
Casco,WI,Wisconsin,44.5558,-87.6197,597
Hickory Grove,SC,South Carolina,34.9785,-81.418,597
Rudolph,OH,Ohio,41.2966,-83.6641,597
Alda,NE,Nebraska,40.8666,-98.468,597
Langley,OK,Oklahoma,36.4703,-95.0527,596
Dudley,GA,Georgia,32.532,-83.0805,596
Willisville,IL,Illinois,37.9828,-89.5898,596
St. James,LA,Louisiana,30.0185,-90.8513,596
Thornton,AR,Arkansas,33.7756,-92.4889,596
Mer Rouge,LA,Louisiana,32.7767,-91.7949,596
Clarks,LA,Louisiana,32.0288,-92.1408,596
Redbird Smith,OK,Oklahoma,35.5635,-95.0252,596
Pinecraft,FL,Florida,27.3229,-82.4999,596
Radcliffe,IA,Iowa,42.3177,-93.4343,596
Woodson,AR,Arkansas,34.538,-92.2211,596
Allensworth,CA,California,35.85,-119.3892,596
Jefferson City,MT,Montana,46.3779,-112.0305,596
Delton,MI,Michigan,42.4951,-85.4117,596
Heidlersburg,PA,Pennsylvania,39.9471,-77.1496,596
Hometown,WV,West Virginia,38.5289,-81.8552,595
Sheridan,TX,Texas,29.5023,-96.6761,595
Everly,IA,Iowa,43.1619,-95.3195,595
Browns Valley,MN,Minnesota,45.5947,-96.8327,595
Arcadia University,PA,Pennsylvania,40.0917,-75.1652,595
Gilbertown,AL,Alabama,31.8663,-88.3075,595
Rockland,WI,Wisconsin,43.9077,-90.9165,595
Ailey,GA,Georgia,32.1882,-82.5698,595
New Seabury,MA,Massachusetts,41.5689,-70.4812,595
Kanawha,WV,West Virginia,39.2017,-81.4592,594
Red River,NM,New Mexico,36.7041,-105.4064,594
Notus,ID,Idaho,43.7267,-116.7998,594
Turner,ME,Maine,44.2581,-70.258,594
Fairview,OR,Oregon,45.4583,-123.7927,594
Vail,IA,Iowa,42.0597,-95.2005,593
Clarksburg,OH,Ohio,39.5059,-83.1542,593
Olanta,SC,South Carolina,33.9357,-79.932,593
Hillman,MI,Michigan,45.0648,-83.8974,593
Havre North,MT,Montana,48.5632,-109.6713,593
Napakiak,AK,Alaska,60.6923,-161.9822,593
Williamson,GA,Georgia,33.1777,-84.3581,593
St. Joseph,WI,Wisconsin,43.7855,-91.0436,593
Canal Lewisville,OH,Ohio,40.299,-81.8402,593
Harrodsburg,IN,Indiana,39.018,-86.5532,592
Buffalo Springs,TX,Texas,33.5327,-101.7077,592
Picture Rocks,PA,Pennsylvania,41.2804,-76.7079,592
Three Springs,PA,Pennsylvania,40.1969,-77.9819,592
Tigerton,WI,Wisconsin,44.7409,-89.0459,592
Center City,MN,Minnesota,45.3942,-92.8142,592
Masontown,WV,West Virginia,39.5512,-79.8003,592
Hokah,MN,Minnesota,43.7599,-91.3498,592
Beechmont,KY,Kentucky,37.1714,-87.0364,592
Arlee,MT,Montana,47.1678,-114.0838,592
Dillwyn,VA,Virginia,37.5411,-78.4613,592
Hopkins Park,IL,Illinois,41.069,-87.606,591
Savanna,OK,Oklahoma,34.8356,-95.8355,591
Nisqually Indian Community,WA,Washington,47.0164,-122.6725,591
Hato Arriba,PR,Puerto Rico,18.352,-67.0336,591
Centenary,SC,South Carolina,34.0258,-79.3524,591
Greentop,MO,Missouri,40.3508,-92.5657,591
Parkers Settlement,IN,Indiana,38.044,-87.7147,591
Wyano,PA,Pennsylvania,40.2015,-79.6939,591
St. Libory,IL,Illinois,38.3634,-89.7135,591
Icehouse Canyon,AZ,Arizona,33.3553,-110.7965,591
Red Feather Lakes,CO,Colorado,40.8071,-105.5864,591
El Prado Estates,AZ,Arizona,32.7062,-114.5215,590
Candlewood Orchards,CT,Connecticut,41.4728,-73.4381,590
Sharon,SC,South Carolina,34.952,-81.3435,590
Bodega,CA,California,38.3488,-122.9711,590
Sacred Heart,MN,Minnesota,44.7817,-95.3507,590
Minnetonka Beach,MN,Minnesota,44.9385,-93.5865,590
Lester,WV,West Virginia,37.7349,-81.3014,590
Jeromesville,OH,Ohio,40.8039,-82.1963,590
Brooktondale,NY,New York,42.3824,-76.3986,590
Hillsboro,AL,Alabama,34.6407,-87.1838,590
Emlyn,KY,Kentucky,36.7023,-84.1418,590
Alba,TX,Texas,32.7906,-95.6343,590
Avalon,FL,Florida,30.5366,-87.101,590
Albert City,IA,Iowa,42.7816,-94.9491,589
Mulliken,MI,Michigan,42.763,-84.8963,589
Ray,ND,North Dakota,48.3416,-103.1636,589
Doyle,TN,Tennessee,35.8553,-85.512,589
Ghent,WV,West Virginia,37.6221,-81.1057,589
River Bluff,KY,Kentucky,38.372,-85.604,589
Camden,IN,Indiana,40.6099,-86.5392,589
Schall Circle,FL,Florida,26.7153,-80.1144,589
Grand Tower,IL,Illinois,37.6343,-89.5013,589
Irvington,IL,Illinois,38.4386,-89.1602,588
Grover,NC,North Carolina,35.1735,-81.452,588
Payne Gap,KY,Kentucky,37.151,-82.6669,588
Argusville,ND,North Dakota,47.0501,-96.9431,588
Plainview,AR,Arkansas,34.9899,-93.298,588
Catawba,NC,North Carolina,35.7095,-81.0668,588
Sardis,AR,Arkansas,34.533,-92.4067,588
Villa de Sabana,PR,Puerto Rico,18.4346,-66.1901,588
Avondale,CO,Colorado,38.2351,-104.3482,588
Byrnedale,PA,Pennsylvania,41.2915,-78.5023,588
Georgetown,ID,Idaho,42.479,-111.3639,587
Gillis,LA,Louisiana,30.3769,-93.1999,587
Hill City,SD,South Dakota,43.9337,-103.5694,587
Launiupoko,HI,Hawaii,20.8541,-156.6424,587
Taylor Springs,IL,Illinois,39.1312,-89.4946,587
Halstad,MN,Minnesota,47.351,-96.8258,587
Rowes Run,PA,Pennsylvania,40.0089,-79.8176,587
San Leanna,TX,Texas,30.1442,-97.8195,586
Asharoken,NY,New York,40.9381,-73.3816,586
Garfield,WA,Washington,47.0103,-117.1395,586
Salem,NM,New Mexico,32.7121,-107.2056,586
Golden Beach,FL,Florida,25.966,-80.121,586
Packwood,IA,Iowa,41.1327,-92.0825,586
Dumont,IA,Iowa,42.7522,-92.9736,586
Weston,OR,Oregon,45.8165,-118.4258,586
Upper Marlboro,MD,Maryland,38.8153,-76.7514,586
South Hills,MT,Montana,46.5564,-111.9975,586
White City,KS,Kansas,38.7938,-96.7349,586
Busby,MT,Montana,45.5281,-106.9752,586
Grantsboro,NC,North Carolina,35.1449,-76.8447,586
Hampton,MN,Minnesota,44.6085,-93.0025,586
Hot Springs,VA,Virginia,38.0013,-79.8239,586
Roosevelt Estates,AZ,Arizona,33.6201,-110.9997,586
Bonfield,IL,Illinois,41.145,-88.0542,586
Arroyo Hondo,NM,New Mexico,35.6103,-105.945,586
Clayton,IL,Illinois,40.0301,-90.958,585
Jerry City,OH,Ohio,41.2537,-83.6023,585
Jamesport,MO,Missouri,39.9749,-93.8029,585
Surfside Beach,TX,Texas,28.9559,-95.2836,585
Gillett,AR,Arkansas,34.1193,-91.3789,585
Fair Bluff,NC,North Carolina,34.3126,-79.0333,585
Lacey,AR,Arkansas,33.4503,-91.8496,585
Naselle,WA,Washington,46.365,-123.8013,585
Arlington,KS,Kansas,37.8962,-98.178,585
Patoka,IL,Illinois,38.754,-89.0958,585
West Warren,MA,Massachusetts,42.2168,-72.2366,585
Chattaroy,WV,West Virginia,37.7062,-82.2737,585
Mead,NE,Nebraska,41.2138,-96.4825,585
Parker's Crossroads,TN,Tennessee,35.7894,-88.3905,585
Hoffman,MN,Minnesota,45.8345,-95.787,585
Silverhill,AL,Alabama,30.5455,-87.7506,585
Verden,OK,Oklahoma,35.0833,-98.0863,584
Loyall,KY,Kentucky,36.8527,-83.3506,584
Lovingston,VA,Virginia,37.7605,-78.8688,584
Brownville Junction,ME,Maine,45.3488,-69.0555,584
Alma,MO,Missouri,39.0964,-93.5478,584
Neshanic,NJ,New Jersey,40.5043,-74.7175,584
Gainesville,MO,Missouri,36.6063,-92.4245,584
Norwood,CO,Colorado,38.129,-108.2919,584
Justice,WV,West Virginia,37.5993,-81.8381,584
Andersonville,OH,Ohio,39.4338,-83.019,584
North Fairfield,OH,Ohio,41.1045,-82.6137,584
Allenhurst,GA,Georgia,31.7839,-81.6078,584
Duck,NC,North Carolina,36.1836,-75.7559,584
Richmond Dale,OH,Ohio,39.2042,-82.8121,584
Huntington,VT,Vermont,44.3274,-72.9892,584
Higgins,TX,Texas,36.121,-100.0274,583
Chenequa,WI,Wisconsin,43.1229,-88.3838,583
Mecca,IN,Indiana,39.7271,-87.3315,583
Bowen,IL,Illinois,40.2321,-91.0633,583
Stinson Beach,CA,California,37.9026,-122.6501,583
Mattawamkeag,ME,Maine,45.5177,-68.3523,583
Murrayville,IL,Illinois,39.5817,-90.2518,582
Castlewood,SD,South Dakota,44.7242,-97.0309,582
Montcalm,WV,West Virginia,37.3516,-81.2513,582
Laurel Hill,FL,Florida,30.9623,-86.4586,582
Tovey,IL,Illinois,39.5883,-89.4486,582
Cedar Rapids,NE,Nebraska,41.5589,-98.1493,582
Sulphur Rock,AR,Arkansas,35.7517,-91.5003,582
Bay Port,MI,Michigan,43.8375,-83.374,582
Avoca,WI,Wisconsin,43.1906,-90.326,582
Randall,MN,Minnesota,46.0887,-94.5007,581
Freeport,MI,Michigan,42.7642,-85.316,581
Junction City,IL,Illinois,38.5774,-89.1258,581
La Rue,OH,Ohio,40.578,-83.3821,581
Morrisville,MO,Missouri,37.4766,-93.4293,581
Benham,KY,Kentucky,36.9652,-82.9544,581
Whitakers,NC,North Carolina,36.1057,-77.7131,581
Kingstown,NC,North Carolina,35.3621,-81.6201,581
Lacomb,OR,Oregon,44.5844,-122.7417,581
Graham,GA,Georgia,31.8292,-82.503,581
Leary,GA,Georgia,31.4847,-84.5133,580
Whitesburg,GA,Georgia,33.4928,-84.9137,580
Pleasant Hill,LA,Louisiana,31.8154,-93.5164,580
